"","X","Property.Name","Price","House.Type","Area.in.sq.ft","No..of.Bedrooms","No..of.Bathrooms","No..of.Receptions","Location","City.County","Postal.Code"
"282",281,"Boardwalk Place",723200,"Flat / Apartment",872,2,2,2,"Canary Wharf","London","E14 5SH"
"283",282,"Carlyle Square",7488000,"House",3128,5,5,5,"","London","SW3 6EX"
"284",283,"Burlington Lodge Studios",1600000,"Flat / Apartment",1201,2,2,2,"48 Rigault Road","London","SW6 4JJ"
"285",284,"Overstrand Mansions",2304000,"Flat / Apartment",1453,3,3,3,"Prince of Wales Drive","London","SW11 4HA"
"286",285,"Eden House",1913600,"New development",1781,4,4,4,"New Road","London","N8 8TA"
"287",286,"Fentiman Road",3968000,"House",3800,8,8,8,"","London","SW8 1QA"
"288",287,"Craven Gardens",1344000,"Flat / Apartment",1831,3,3,3,"Wimbledon","London","SW19 8LU"
"289",288,"Leopold Road",2368000,"House",2503,5,5,5,"Wimbledon","London","SW19 7JG"
"290",289,"Queensland Road",934400,"Flat / Apartment",1061,3,3,3,"","London","N7 7FF"
"291",290,"St. Marys Road",3712000,"House",5896,7,7,7," Surbiton","Surrey","KT6 5EY"
"292",291,"Rowfant Road",832000,"Flat / Apartment",736,2,2,2,"","London","SW17 7AP"
"293",292,"Cleveland Gardens",2688000,"House",2438,5,5,5,"Barnes","London","SW13 0AJ"
"294",293,"Elm Bank Gardens",2880000,"House",2600,5,5,5,"Barnes","London","SW13 0NT"
"295",294,"Belleville Road",2169600,"House",1867,5,5,5,"","London","SW11 6QT"
"296",295,"Cottenham Park Road",1760000,"House",1884,4,4,4,"Wimbledon","London","SW20 0SB"
"297",296,"Barmouth Road",1792000,"House",2138,5,5,5,"Wandsworth","London","SW18 2DT"
"298",297,"St. Stephen's Gardens",812800,"Flat / Apartment",927,2,2,2,"Putney","London","SW15 2RR"
"299",298,"Upper St. Martin's Lane",3833600,"Penthouse",1845,3,3,3,"","London","WC2H 9DL"
"300",299,"Egerton Gardens",1280000,"House",1758,4,4,4,"","Ealing","W13 8HQ"
"301",300,"Alpine Grove",575936,"Flat / Apartment",526,2,2,2,"South Hackney","London","E9 7SX"
"302",301,"Townshend Court",544000,"Flat / Apartment",474,1,1,1,"Shannon Place","London","NW8 7DP"
"303",302,"High Road",832000,"House",1783,3,3,3," Coulsdon","Surrey","CR5 3SD"
"304",303,"Parkfields",2297600,"House",1902,3,3,3,"Putney","London","SW15 6NH"
"305",304,"Fitzroy Road",2048000,"Flat / Apartment",801,2,2,2,"Primrose Hill","London","NW1 8TU"
"306",305,"The Lodge",2240000,"Flat / Apartment",1002,3,3,3,"Kensington Park Gardens","London","W11 3HA"
"307",306,"Culmstock Road",2624000,"House",2275,5,5,5,"","London","SW11 6LX"
"308",307,"Mallinson Road",1472000,"Flat / Apartment",1371,3,3,3,"","London","SW11 1BW"
"309",308,"South Terrace",1273600,"House",2446,5,5,5,"","London","SW7 2TB"
"310",309,"Douglas Road",2432000,"House",1703,5,5,5,"Islington","London","N1 2LD"
"311",310,"Union Wharf",864000,"Flat / Apartment",792,1,1,1,"23 Wenlock Road","London","N1 7SJ"
"312",311,"Long & Waterson Apartments",1920000,"New development",1273,3,3,3," Hackney","London","E2 8HN"
"313",312,"ICON7",793600,"New development",786,2,2,2," Holloway","London","N7 0JN"
"314",313,"Branch Place",832000,"Flat / Apartment",747,2,2,2,"De Beauvoir","London","N1 5PH"
"315",314,"Hermitage Court",640000,"Flat / Apartment",663,1,1,1,"Knighten Street","London","E1W 1PW"
"316",315,"Kirkstall Road",1785600,"House",2006,5,5,5,"","London","SW2 4HF"
"317",316,"St. Peters Square",3776000,"House",3597,4,4,4,"","London","W6 9AJ"
"318",317,"Carlton House",979200,"New development",841,2,2,2,"Carlton Drive","London","SW15 2BS"
"319",318,"Cleveland Gardens",2048000,"House",1854,4,4,4,"Barnes","London","SW13 0AH"
"320",319,"Abercrombie Street",1248000,"House",1126,3,3,3,"","London","SW11 2JB"
"321",320,"Juer Street",2175998.72,"House",2119,5,5,5,"Battersea","London","SW11 4RF"
"322",321,"Foxmore Street",1216000,"Flat / Apartment",1294,4,4,4,"Battersea","London","SW11 4PU"
"323",322,"Southwick Mews",2752000,"House",1582,3,3,3,"Paddington","London","W2 1JG"
"324",323,"Pall Mall",3776000,"Penthouse",1840,2,2,2,"St James's","London","SW1Y 5JH"
"325",324,"Britannia Road",1920000,"House",1115,3,3,3,"Fulham","London","SW6 2HJ"
"326",325,"Tradewinds Court",832000,"Flat / Apartment",882,2,2,2,"Asher Way","London","E1W 2JB"
"327",326,"Sunnyhill Road",1216000,"House",1700,4,4,4,"","London","SW16 2UW"
"328",327,"Tantallon Road",8e+05,"Flat / Apartment",663,2,2,2,"","London","SW12 8DG"
"329",328,"Leys Road",6176000,"House",10475,7,7,7,"Oxshott","Surrey","KT22 0QE"
"330",329,"Lillian Road",2016000,"House",1983,4,4,4,"Barnes","London","SW13 9JG"
"331",330,"Christchurch Street",3264000,"House",1266,3,3,3,"","London","SW3 4AR"
"332",331,"Abercrombie Street",672000,"Flat / Apartment",707,2,2,2,"Battersea","London","SW11 2JB"
"333",332,"Rutland Road",992000,"Flat / Apartment",967,2,2,2,"South Hackney","London","E9 7TT"
"334",333,"Ruvigny Gardens",4160000,"House",2210,3,3,3,"Putney","London","SW15 1JR"
"335",334,"Hazelwood Drive",992000,"Bungalow",1459,4,4,4,"Pinner","Middlesex","HA5 3TT"
"336",335,"Roseneath Road",2272000,"House",2153,5,5,5,"","London","SW11 6AQ"
"337",336,"Eton Avenue",4160000,"House",2543,5,5,5,"Hampstead","London","NW3 3HL"
"338",337,"Drapers Court",896000,"Flat / Apartment",797,2,2,2,"59 Lurline Gardens","London","SW11 4DF"
"339",338,"Creffield Road",761600,"Flat / Apartment",760,2,2,2,"","London","W5 3RP"
"340",339,"Oakhill Road",672000,"Flat / Apartment",540,1,1,1,"Putney","London","SW15 2QU"
"341",340,"Conway Road",3136000,"House",3007,6,6,6,"Wimbledon","London","SW20 8PA"
"342",341,"Henfield Road",704000,"House",538,2,2,2,"Wimbledon","London","SW19 3HH"
"343",342,"West Side Common",5056000,"House",6186,6,6,6,"Wimbledon","London","SW19 4UF"
"344",343,"Melody Road",768000,"Flat / Apartment",1024,1,1,1,"","London","SW18 2QF"
"345",344,"Fullerton Road",1856000,"House",1984,5,5,5," Wandsworth","London","SW18 1BX"
"346",345,"Eaton Row",7360000,"House",2896,3,3,3,"Belgravia","London","SW1W 0JA"
"347",346,"Rutland Gardens",9600000,"Flat / Apartment",1793,2,2,2,"","London","SW7 1BX"
"348",347,"Park View Court",230400,"Flat / Apartment",745,2,2,2," Bow","London","E3 3AN"
"349",348,"Paxton Close",895936,"House",909,3,3,3,"Richmond","Surrey","TW9 2AW"
"350",349,"Hardwicke House",851200,"Flat / Apartment",935,3,3,3," Richmond","Surrey","TW10 6PW"
"351",350,"Kersfield House",268800,"Studio",328,0,0,0," Putney","London","SW15 3HJ"
"352",351,"Westminster Close",1984000,"House",3112,5,5,5,"Northwood","Middlesex","HA6 2TG"
"353",352,"Church Road",1107200,"House",1292,3,3,3,"","Northwood","HA6 1AR"
"354",353,"Upper Grosvenor Street",23040000,"House",8315,7,7,7,"Mayfair","London","W1K 2NP"
"355",354,"Barclay Oval",1408000,"House",3153,5,5,5,"Woodford Green","Essex","IG8 0PP"
"356",355,"Thornhill Crescent",3648000,"House",2857,5,5,5,"Islington","London","N1 1BJ"
"357",356,"Ripplevale Grove",1472000,"Flat / Apartment",1074,3,3,3,"Islington","London","N1 1HT"
"358",357,"Long & Waterson Apartments",704000,"Penthouse",414,1,1,1," Hackney","London","E2 8HN"
"359",358,"Long & Waterson Apartments",883200,"New development",596,1,1,1," Hackney","London","E2 8HN"
"360",359,"Ardwick Road",1273600,"Flat / Apartment",999,2,2,2,"Fortune Green","London","NW2 2BX"
"361",360,"Waynflete House",736000,"Penthouse",1029,3,3,3," Esher","Surrey","KT10 9QS"
"362",361,"94 Claygate",428736,"Flat / Apartment",477,1,1,1," Claygate","Surrey","KT10 0RB"
"363",362,"Carlton House",1280000,"Penthouse",962,2,2,2,"Putney","London","SW15 2FU"
"364",363,"Queens Road",960000,"House",1510,3,3,3,"Thames Ditton","Surrey","KT7 0QX"
"365",364,"Southborough Road",2688000,"New development",3596,5,5,5,"Surbiton","Surrey","KT6 6JN"
"366",365,"Pavilion Park",1662720,"New development",1903,4,4,4," East Molesey","Surrey","KT8 9DX"
"367",366,"York Avenue",2432000,"House",2358,4,4,4,"","London","SW14 7LQ"
"368",367,"Sutherland Gardens",1657600,"House",1813,4,4,4,"East Sheen","London","SW14 8DB"
"369",368,"Turnstone House",1638400,"Flat / Apartment",1169,2,2,2,"Star Place","London","E1W 1AE"
"370",369,"St. Marys Grove",1824000,"House",2028,4,4,4," Chiswick","London","W4 3LL"
"371",370,"Stanton Road",2297600,"House",1720,4,4,4,"Barnes","London","SW13 0EX"
"372",371,"Afghan Road",1440000,"House",1423,4,4,4,"Battersea","London","SW11 2QD"
"373",372,"Old Chesterton Building",1209600,"Flat / Apartment",1001,2,2,2,"110 Battersea Park Road","London","SW11 4LZ"
"374",373,"Kersley Street",4032000,"House",2809,5,5,5,"Battersea","London","SW11 4PR"
"375",374,"Grosvenor Avenue",895936,"Flat / Apartment",920,2,2,2,"Highbury","London","N5 2NP"
"376",375,"Speldhurst Road",1632000,"House",1420,4,4,4,"Chiswick","London","W4 1BY"
"377",376,"Lamont Road",4800000,"House",2428,3,3,3,"","London","SW10 0HX"
"378",377,"Mortimer Court",588800,"Flat / Apartment",431,1,1,1,"Abbey Road","London","NW8 9AB"
"379",378,"Cavendish Avenue",8697600,"House",4637,6,6,6,"St John's Wood","London","NW8 9JE"
"380",379,"Bangalore Street",2169600,"House",2096,4,4,4,"Putney","London","SW15 1QD"
"381",380,"Hilltop",1344000,"House",2254,5,5,5,"Loughton","Essex","IG10 1PX"
"382",381,"Egerton Crescent",20416000,"House",4090,4,4,4,"","London","SW3 2ED"
"383",382,"Cruikshank Street",1152000,"Flat / Apartment",769,2,2,2,"Grays Inn","London","WC1X 9HF"
"384",383,"Gledhow Gardens",8896000,"Flat / Apartment",3001,4,4,4,"","London","SW5 0AY"
"385",384,"Elm Bank Mansions",1536000,"Flat / Apartment",1155,3,3,3," Barnes","London","SW13 0NS"
"386",385,"Coleraine Road",511993.6,"Flat / Apartment",990,3,3,3,"","Blackheath","SE3 7PE"
"387",386,"Queen Anne Road",1408000,"House",1607,4,4,4,"South Hackney","London","E9 7AH"
"388",387,"Paintworks",832000,"New development",646,2,2,2,"Kingsland Road","London","E2 8AG"
"389",388,"West Temple Sheen",3776000,"House",3716,5,5,5,"East Sheen","London","SW14 7AP"
"390",389,"Rowditch Lane",768000,"House",953,3,3,3,"","London","SW11 5BX"
"391",390,"Holmead Road",3136000,"House",2313,4,4,4," Fulham","London","SW6 2JE"
"392",391,"Huguenot Place",992000,"Flat / Apartment",939,2,2,2,"","London","SW18 2EN"
"393",392,"Addison House",8e+05,"Flat / Apartment",652,2,2,2," St John's Wood","London","NW8 9EL"
"394",393,"Cumberland Terrace Mews",377600,"Studio",344,0,0,0,"Regent's Park","London","NW1 4HR"
"395",394,"St. Johns Wood Terrace",3008000,"House",1519,4,4,4,"St John's Wood","London","NW8 6JJ"
"396",395,"Wimbolt Street",2559993.6,"House",1935,5,5,5,"Shoreditch","London","E2 7BX"
"397",396,"Belgrave Mews North",2880000,"House",1299,3,3,3,"","London","SW1X 8RS"
"398",397,"Church Road",704000,"Flat / Apartment",582,2,2,2,"Richmond","Surrey","TW9 1UA"
"399",398,"St. Augustines Road",638720,"Flat / Apartment",451,1,1,1,"Camden","London","NW1 9RN"
"400",399,"St. John's Hill",1088000,"Flat / Apartment",1339,3,3,3,"","London","SW11 1TH"
"401",400,"Regents Drive",1216000,"House",1857,4,4,4,"Woodford Green","Essex","IG8 8RZ"
"402",401,"Piercing Hill",1023998.72,"House",1507,4,4,4," Epping","Essex","CM16 7JN"
"403",402,"Bourne Street",3200000,"House",1340,3,3,3,"","London","SW1W 8JR"
"404",403,"Eaton Terrace",8256000,"House",3336,5,5,5,"Belgravia","London","SW1W 8EZ"
"405",404,"Palace Court",2880000,"Penthouse",1765,2,2,2,"","London","W2 4HU"
"406",405,"Iverna Gardens",3200000,"Flat / Apartment",1752,3,3,3,"","London","W8 6TW"
"407",406,"City North East Tower",608000,"New development",560,1,1,1,"3 City North Place","London","N4 3FQ"
"408",407,"ICON7",716800,"New development",657,2,2,2," Holloway","London","N7 0JN"
"409",408,"ICON7",780800,"New development",758,2,2,2," Holloway","London","N7 0JN"
"410",409,"ICON7",768000,"New development",758,2,2,2," Holloway","London","N7 0JN"
"411",410,"Octavia House",787200,"Flat / Apartment",797,1,1,1,"Imperial Wharf","Fulham","SW6 2FH"
"412",411,"Gloucester House",8e+05,"Flat / Apartment",960,2,2,2," Sheen Road","Richmond","TW10 5BB"
"413",412,"Entwistle Terrace",768000,"Flat / Apartment",658,1,1,1,"St. Peters Square","London","W6 9AW"
"414",413,"Rutherford House",832000,"Flat / Apartment",848,2,2,2," Battersea","London","SW11 4BT"
"415",414,"Evelyn Road",1644800,"House",1476,3,3,3,"Richmond","Surrey","TW9 2TF"
"416",415,"Oakford Road",2297600,"House",1824,5,5,5,"Kentish Town","London","NW5 1AJ"
"417",416,"Walham Grove",1056000,"Flat / Apartment",843,2,2,2,"Fulham","London","SW6 1QR"
"418",417,"Killieser Avenue",3008000,"House",3180,6,6,6,"","London","SW2 4NX"
"419",418,"Underwood Street",3008000,"Flat / Apartment",2577,3,3,3,"Old Street","London","N1 7LG"
"420",419,"Emperors Gate",3200000,"Flat / Apartment",1498,2,2,2,"","London","SW7 4JA"
"421",420,"Stapleton Road",864000,"Flat / Apartment",946,3,3,3,"","London","SW17 8AY"
"422",421,"Stokesheath Road",5952000,"House",7996,6,6,6,"Oxshott","Surrey","KT22 0PN"
"423",422,"Tile Kiln Lane",2169600,"House",6356,6,6,6," Uxbridge","Middlesex","UB9 6LU"
"424",423,"Old Town",1344000,"Flat / Apartment",976,2,2,2,"","The Metal Works","SW4 0JT"
"425",424,"Atina Court",1536000,"Flat / Apartment",932,2,2,2," Belsize Park","London","NW3 4UR"
"426",425,"Fulham Palace Road",8e+05,"Flat / Apartment",663,2,2,2,"","London","SW6 6TA"
"427",426,"Cottimore Avenue",831936,"House",1378,4,4,4,"Walton-on-Thames","Surrey","KT12 2AE"
"428",427,"Voltaire Buildings",576000,"Flat / Apartment",600,2,2,2,"330 Garratt Lane","London","SW18 4FR"
"429",428,"Chipstead Street",4416000,"House",3070,5,5,5,"Fulham","London","SW6 3SR"
"430",429,"Cambridge Street",1273600,"Flat / Apartment",908,2,2,2,"Pimlico","London","SW1V 4QE"
"431",430,"Arthur Road",1017600,"Flat / Apartment",1536,3,3,3,"Wimbledon","London","SW19 7DN"
"432",431,"Cromwell Road",2272000,"House",2336,5,5,5,"Wimbledon","London","SW19 8LF"
"433",432,"Burwood Park Road",1657600,"House",2371,5,5,5," Walton-on-Thames","Surrey","KT12 5LJ"
"434",433,"Forge Lane",1248000,"House",1201,3,3,3,"Richmond","Surrey","TW10 7BF"
"435",434,"High Oaks Close",1408000,"House",3185,5,5,5,"Coulsdon","Surrey","CR5 3EZ"
"436",435,"Roskell Road",703936,"Flat / Apartment",730,1,1,1,"Putney","London","SW15 1DS"
"437",436,"Cautley Avenue",377600,"Studio",277,0,0,0,"","London","SW4 9HU"
"438",437,"Clarendon Gardens",3328000,"Flat / Apartment",1779,3,3,3,"Little Venice","London","W9 1AZ"
"439",438,"Turpins Lane",896000,"House",1441,4,4,4,"Woodford Green","Essex","IG8 8AZ"
"440",439,"Pavilion Road",5056000,"House",1917,1,1,1,"Knightsbridge","London","SW1X 0AX"
"441",440,"Islington",1920000,"House",1666,3,3,3,"","London","N7 8LS"
"442",441,"Elwood Street",1728000,"House",1629,4,4,4,"Highbury","London","N5 1EH"
"443",442,"Northchurch Road",1152000,"Flat / Apartment",1069,2,2,2,"","London","N1 3NU"
"444",443,"Ellington Street",3520000,"House",2500,5,5,5,"Islington","London","N7 8PN"
"445",444,"Tollington Way",895360,"New development",990,2,2,2," London","N7 6QX","N7 6RG"
"446",445,"Well Walk",1023936,"Flat / Apartment",770,2,2,2,"Hampstead","London","NW3 1LD"
"447",446,"Irene Road",3705600,"House",2730,5,5,5," Fulham","London","SW6 4AL"
"448",447,"Melbourne Mansions",1023936,"Flat / Apartment",940,3,3,3,"Queens Club Gardens","London","W14 9SF"
"449",448,"Wandsworth Bridge Road",2880000,"House",2949,6,6,6,"Fulham","London","SW6 2TB"
"450",449,"Trystings Close",1440000,"House",2495,5,5,5," Esher","Surrey","KT10 0TF"
"451",450,"Lillie Square East",2585600,"New development",1262,3,3,3," Earls Court","London","SW6 1UE"
"452",451,"Graveney Road",1248000,"House",1308,4,4,4,"Tooting","London","SW17 0EG"
"453",452,"Louisville Road",2041600,"House",2790,6,6,6,"","London","SW17 8RN"
"454",453,"Merino Court",1088000,"Flat / Apartment",978,3,3,3," Clerkenwell","London","EC1V 8BG"
"455",454,"Westville Road",729600,"Flat / Apartment",682,2,2,2,"","London","W12 9BD"
"456",455,"North Road",3072000,"House",2411,4,4,4,"Highgate","London","N6 4AA"
"457",456,"Jubilee Court",608000,"Flat / Apartment",496,1,1,1," Greenwich","London","SE10 9FJ"
"458",457,"Onslow Road",1024000,"Flat / Apartment",734,2,2,2,"Richmond","Surrey","TW10 6QH"
"459",458,"Old Oak Avenue",1216000,"House",3006,5,5,5," Coulsdon","Surrey","CR5 3PG"
"460",459,"Roehampton High Street",1536000,"House",1934,4,4,4,"Putney","London","SW15 4HH"
"461",460,"Arthur Road",4160000,"House",4370,6,6,6,"Wimbledon","London","SW19 7DP"
"462",461,"Gibson Square",3040000,"House",2153,3,3,3,"Islington","London","N1 0RD"
"463",462,"Eamont Court",832000,"Flat / Apartment",595,2,2,2,"Shannon Place","London","NW8 7DN"
"464",463,"Disraeli Road",1657600,"House",876,4,4,4,"Putney","London","SW15 2DS"
"465",464,"Quill Lane",1280000,"House",905,2,2,2,"Putney","London","SW15 1PD"
"466",465,"York Mansions",2412800,"Flat / Apartment",1675,4,4,4,"Prince of Wales Drive","London","SW11 4DL"
"467",466,"Thornton Hill",812800,"Flat / Apartment",797,2,2,2,"","London","SW19 4HS"
"468",467,"Montem Terrace",4473600,"New development",4420,6,6,6," Wimbledon","London","SW20 8TG"
"469",468,"Ballantine Street",1536000,"House",1378,3,3,3," Wandsworth","London","SW18 1AL"
"470",469,"Freshford Street",1536000,"House",1751,4,4,4," Wandsworth","London","SW18 3TF"
"471",470,"Swanage Road",2048000,"House",2330,5,5,5,"Wandsworth","London","SW18 2DZ"
"472",471,"Arlesey Close",1022720,"House",1214,3,3,3,"Putney","London","SW15 2EX"
"473",472,"Disraeli Road",1088000,"Flat / Apartment",876,2,2,2,"Putney","London","SW15 2DZ"
"474",473,"Chestnut Court",640000,"Flat / Apartment",872,2,2,2," Northwood","Middlesex","HA6 3NL"
"475",474,"Montagu Mews North",3200000,"House",1323,3,3,3,"Marylebone","London","W1H 2JR"
"476",475,"Albion Street",5056000,"House",2547,4,4,4,"Hyde Park","London","W2 2AS"
"477",476,"Eaton Row",3833600,"House",1393,3,3,3,"","London","SW1W 0JA"
"478",477,"Redcliffe Gardens",1273600,"Flat / Apartment",888,1,1,1,"","London","SW10 9JJ"
"479",478,"Gerrard Road",2880000,"House",1857,4,4,4,"","London","N1 8BA"
"480",479,"New North Road",959936,"Flat / Apartment",855,2,2,2,"","London","N1 6JB"
"481",480,"ICON7",537600,"New development",538,1,1,1," Holloway","London","N7 0JN"
"482",481,"Richmond Road",543993.6,"Flat / Apartment",422,1,1,1,"Hackney","London","E8 3AA"
"483",482,"The Pryors",2752000,"Flat / Apartment",2074,4,4,4,"East Heath Road","London","NW3 1BP"
"484",483,"Bishops Road",1920000,"House",1645,3,3,3,"Fulham","London","SW6 7AB"
"485",484,"Gosberton Road",2016000,"House",2115,4,4,4,"","London","SW12 8LQ"
"486",485,"Hearnville Road",1920000,"House",2242,5,5,5,"","London","SW12 8RR"
"487",486,"Discovery Dock Apartments West",704000,"Flat / Apartment",600,1,1,1," Canary Wharf","London","E14 9RT"
"488",487,"Wilmington Square",608000,"Flat / Apartment",381,1,1,1,"Clerkenwell","London","WC1X 0EG"
"489",488,"Nevill Court",761600,"Flat / Apartment",791,2,2,2,"Edith Terrace","London","SW10 0TL"
"490",489,"Ferry Road",2880000,"House",2937,6,6,6,"Barnes","London","SW13 9PR"
"491",490,"Waldemar Avenue",966400,"Flat / Apartment",907,3,3,3,"","London","SW6 5LN"
"492",491,"Battersea Church Road",1152000,"Flat / Apartment",1218,3,3,3,"Battersea","London","SW11 3ND"
"493",492,"Buckingham Gate",2547200,"Flat / Apartment",1560,2,2,2,"St. James's","London","SW1E 6LB"
"494",493,"South Park Road",1529600,"House",1464,3,3,3,"Wimbledon","London","SW19 8SZ"
"495",494,"Garratt Lane",576000,"Flat / Apartment",696,2,2,2,"","London","SW18 4EE"
"496",495,"Cadogan Terrace",416000,"Flat / Apartment",339,1,1,1,"Victoria Park","London","E9 5HP"
"497",496,"Hassett Road",1472000,"House",1541,4,4,4,"","London","E9 5SL"
"498",497,"Sterling House",1088000,"Flat / Apartment",1456,2,2,2," Putney","London","SW15 6AR"
"499",498,"Boatman's Court",1125120,"New development",1004,2,2,2," Putney","London","SW15 1PP"
"500",499,"Comyn Road",1657600,"House",1875,5,5,5,"","London","SW11 1QB"
"501",500,"Hightrees House",736000,"Flat / Apartment",695,2,2,2,"Nightingale Lane","London","SW12 8AH"
"502",501,"Green Street",5248000,"Flat / Apartment",1496,2,2,2,"Mayfair","London","W1K 6RG"
"503",502,"Morton Road",2304000,"House",1919,3,3,3,"Islington","London","N1 3BD"
"504",503,"Highbury Gardens",831936,"Flat / Apartment",804,2,2,2,"52 Holloway Road","London","N7 8BW"
"505",504,"Crediton Hill",1151936,"Flat / Apartment",1143,2,2,2,"West Hampstead","London","NW6 1HR"
"506",505,"Moore Park Road",2559936,"New development",1848,3,3,3,"","London","SW6 4PS"
"507",506,"Southborough Road",2553600,"New development",3510,5,5,5,"Surbiton","Surrey","KT6 6JN"
"508",507,"Queen's Gate Gardens",2041600,"Flat / Apartment",1170,2,2,2,"Kensington","London","SW7 5RR"
"509",508,"United House",638720,"New development",690,2,2,2,"Mayflower Street","London","SE16 4JL"
"510",509,"Three Riverside",4364800,"Penthouse",2852,4,4,4,"Riverside Quarter","London","SW18 1PP"
